弹幕出现时间,弹幕格式,弹幕字体,弹幕颜色,弹幕时间戳,弹幕池,用户ID,rowID,弹幕信息
1043.26000,1,25,16777215,Sat Jun 13 01:05:49 2020,0,22253383,33994506023469059,想当狗管理？
398.90600,5,25,16646914,Sat Jun 13 01:11:58 2020,0,4f90cc4e,33994699532402691,哈拉少
1117.29800,1,25,16777215,Sat Jun 13 01:21:02 2020,0,ed4d66a6,33994984654372869,那就是夜阿.......
1131.58200,1,25,16777215,Sat Jun 13 01:21:16 2020,0,ed4d66a6,33994992148545543,不要阿
1135.01200,1,25,16777215,Sat Jun 13 02:15:54 2020,0,226a032b,33996710838009861,鱼儿上钩了
346.34100,1,25,16777215,Sat Jun 13 02:17:07 2020,0,7a7a3d41,33996748814286855,装的吧
23.20100,1,25,15138834,Sat Jun 13 02:21:15 2020,0,3f5baf00,33996879108767747,。。。
28.96100,1,25,15138834,Sat Jun 13 02:21:25 2020,0,3f5baf00,33996883923304451,。。。
36.80100,1,25,15138834,Sat Jun 13 02:21:37 2020,0,3f5baf00,33996890315948037,。。。
46.02100,1,25,15138834,Sat Jun 13 02:21:57 2020,0,3f5baf00,33996900819009539,。。。000
1291.72200,1,25,16777215,Sat Jun 13 02:33:31 2020,0,7a7a3d41,33997265035591683,你最好照词说
527.87000,1,25,16777215,Sat Jun 13 03:04:44 2020,0,fdb38b9e,33998246841417733,说一下，leih
926.39200,1,25,15138834,Sat Jun 13 03:51:09 2020,0,a3006291,33999706853998599,妙啊！
1050.20500,1,25,16777215,Sat Jun 13 03:57:53 2020,0,1e69d778,33999918633844739,秀啊
491.55900,5,25,16777215,Sat Jun 13 04:15:37 2020,0,3c49d94b,34000476723740675,老戏骨了
484.19300,1,25,16777215,Sat Jun 13 05:15:49 2020,0,29f37724,34002370386984967,小金人
231.38400,1,25,16777215,Sat Jun 13 05:35:36 2020,0,96c00589,34002992355082245,真吉祥物
328.02700,1,25,16777215,Sat Jun 13 05:45:11 2020,0,e175e2b5,34003294085447683,有点开心
490.39900,1,25,16777215,Sat Jun 13 06:21:54 2020,0,8b4b5153,34004448908410887,别装了求你
491.03900,1,25,9487136,Sat Jun 13 06:22:12 2020,0,8b4b5153,34004458309943301,吐了求你了别装了
535.93900,1,25,9487136,Sat Jun 13 06:23:17 2020,0,8b4b5153,34004492459966471,对对对感觉自觉的自己走
367.44100,5,25,15138834,Sat Jun 13 07:17:22 2020,0,d71dbddb,34006193967988743,不愧是吉祥物，太可爱了
860.02100,1,25,16777215,Sat Jun 13 07:38:42 2020,0,a14cf244,34006865145233415,用牙咬的？
656.23500,1,25,16777215,Sat Jun 13 08:18:34 2020,0,7cee7a0c,34008119378968583,没星星诶
1243.71500,1,25,16777215,Sat Jun 13 08:20:48 2020,0,f71bf782,34008189540761605,好吃不如饺子好玩不如嫂子
326.33500,1,25,16777215,Sat Jun 13 08:22:25 2020,0,3e54351,34008240310190087,雷哈儿，太表了
876.38300,1,25,16777215,Sat Jun 13 08:26:05 2020,0,3e54351,34008355518808067,洛，辞职了
1.32000,1,25,16777215,Sat Jun 13 08:26:18 2020,0,7aa19e17,34008362151051271,更十一追十
1183.55100,1,25,16777215,Sat Jun 13 08:27:34 2020,0,3e54351,34008402085543939,fug
1231.09200,1,25,16777215,Sat Jun 13 08:28:21 2020,0,3e54351,34008427008098309,13杀手，白神
829.27100,1,25,16777215,Sat Jun 13 08:33:51 2020,0,e678e8a6,34008599926669319,帕克的
932.14300,1,25,16777215,Sat Jun 13 08:42:32 2020,0,afea965,34008872778203139,妙啊
1343.57000,1,25,16777215,Sat Jun 13 08:54:39 2020,0,7aa19e17,34009254226034693,七世纪后见嗷各位
529.96000,1,25,16777215,Sat Jun 13 08:59:33 2020,0,e14832ea,34009408628850695,好理解啊……
278.32000,1,25,16777215,Sat Jun 13 09:06:53 2020,0,896cd4ad,34009639129972743,鳄鱼真是萌萌哒
666.17200,1,25,16777215,Sat Jun 13 09:10:23 2020,0,2018c032,34009749282881541,有点二号男主的样子了
12.25900,1,25,8700107,Sat Jun 13 09:13:48 2020,0,2ada845c,34009856405929991,看昆总
1324.38800,1,25,16777215,Sat Jun 13 09:21:27 2020,0,2018c032,34010097372889093,亚斯塔
461.19600,1,25,16777215,Sat Jun 13 09:27:13 2020,0,ba303f8f,34010278608240643,有专业团队那味了
68.09900,1,25,16777215,Sat Jun 13 09:38:07 2020,0,18e83582,34010621386162181,狗娃～
1340.98200,1,25,104601,Sat Jun 13 09:41:07 2020,0,d36d005d,34010715948843013,啊淦，这就没了？
785.49400,1,25,16777215,Sat Jun 13 09:41:39 2020,0,7cee7a0c,34010732663668743,这个“哈？”很到位
994.99400,1,25,16777215,Sat Jun 13 09:45:33 2020,0,7cee7a0c,34010855597670403,哈哈哈哈这个表情
1098.87700,1,25,16777215,Sat Jun 13 09:47:39 2020,0,7cee7a0c,34010921503293445,鳄鱼还没变回来吗，觉得原先的样子吐槽会很好玩
1153.98600,1,25,16777215,Sat Jun 13 09:49:04 2020,0,7cee7a0c,34010965765783557,神父换碟（doge）
337.90700,1,25,16777215,Sat Jun 13 09:49:45 2020,0,f3864193,34010987632263173,完了他想做狗腿子
549.12600,1,25,16777215,Sat Jun 13 10:00:05 2020,0,27a56b62,34011312691347463,老亚萨西了
91.86400,1,25,16777215,Sat Jun 13 10:01:52 2020,0,cad53a0e,34011368544796679,在，为什么跳op？
255.29600,5,25,15138834,Sat Jun 13 10:01:59 2020,0,8140af69,34011372139315207,哈哈哈哈哈
528.02600,1,25,16777215,Sat Jun 13 10:02:51 2020,0,b344da85,34011399614103557,你能看到星星是因为夜啊
324.54600,1,25,16777215,Sat Jun 13 10:08:43 2020,0,cc944fcc,34011584039747589,开始了开始了
99.89500,5,25,16646914,Sat Jun 13 10:22:12 2020,0,91292fa,34012008286781443,为什么跳op!!!
63.83900,1,25,16777215,Sat Jun 13 10:22:50 2020,0,a2f42d9d,34012028271067143,提前狗哇
1278.95100,1,25,16777215,Sat Jun 13 10:27:31 2020,0,cc944fcc,34012175605956611,改的好诶
508.24200,1,25,16777215,Sat Jun 13 10:36:13 2020,0,5cf34666,34012449260699651,就像恋爱一样
1097.57400,1,25,14811775,Sat Jun 13 10:38:43 2020,0,7c456cfb,34012528080584711,太可爱了鳄鱼
230.97600,1,25,16777215,Sat Jun 13 10:40:20 2020,0,e0298f9f,34012578947006467,哈哈哈哈啊哈哈哈，太可爱了吧
1303.31400,1,25,14811775,Sat Jun 13 10:42:44 2020,0,7c456cfb,34012653957414919,一开口就是老双标了
1335.61200,1,25,16777215,Sat Jun 13 10:43:06 2020,0,ac1257af,34012665542082563,就这？草
81.67300,1,25,16777215,Sat Jun 13 10:49:51 2020,0,b8a0e5a5,34012878205878279,一群魔鬼
708.77600,5,25,16646914,Sat Jun 13 10:50:41 2020,0,1013645f,34012904495775747,太乙真人
565.49900,1,25,16777215,Sat Jun 13 10:51:54 2020,0,34b53ab,34012942497218563,真是个绿茶鸭
166.81800,1,25,16777215,Sat Jun 13 10:51:55 2020,0,b8a0e5a5,34012943168307205,火莲姐姐后期是重要任务
213.95100,1,25,16777215,Sat Jun 13 10:53:02 2020,0,b8a0e5a5,34012978031362051,姐姐跑了一季…
227.73500,1,25,16777215,Sat Jun 13 10:53:51 2020,0,b8a0e5a5,34013003813748741,哈哈哈哈哈可爱的鳄鱼
326.39900,1,25,16777215,Sat Jun 13 10:55:54 2020,0,b8a0e5a5,34013068652969991,开始了开始了，老影后了
622.38600,1,25,16777215,Sat Jun 13 10:57:41 2020,0,7fbb9335,34013124769611783,这个女人喝醉的时候好好康
244.52100,1,25,16777215,Sat Jun 13 10:58:28 2020,0,c6bddb0c,34013149119643651,笑到肚子痛
514.38400,1,25,10546688,Sat Jun 13 10:58:40 2020,0,b8a0e5a5,34013155517005829,这是真的
