弹幕出现时间,弹幕格式,弹幕字体,弹幕颜色,弹幕时间戳,弹幕池,用户ID,rowID,弹幕信息
1208.55100,1,25,9033215,Fri May 29 10:57:34 2020,0,9393abfc,33333643556945925,昆帅
1248.45300,1,25,9033215,Fri May 29 10:58:57 2020,0,9393abfc,33333687343382531,吼呀
19.49300,1,25,38979,Fri May 29 11:04:33 2020,0,a28c6f35,33333863484751875,绿色整挺好
1242.86900,5,25,9033215,Fri May 29 12:12:31 2020,0,8fc64174,33336001145339911,一出手就知道是老哆啦A梦了
1211.42400,5,25,41194,Fri May 29 12:19:19 2020,0,f1814bae,33336215337435141,帅的呀批
102.08500,1,25,16777215,Fri May 29 12:34:11 2020,0,983b0a6e,33336682856054791,六亲不认的步伐
1124.84600,1,25,16777215,Fri May 29 12:46:33 2020,0,543c0bb1,33337072008298501,传销
127.82400,1,25,16777215,Fri May 29 12:51:17 2020,0,501e32fa,33337220976345219,标题什么意思
977.05900,1,25,16777215,Fri May 29 12:56:15 2020,0,26f4feba,33337376876003331,原来是个收集游戏
1053.98600,1,25,16777215,Fri May 29 13:05:43 2020,0,69f76750,33337674700423171,阿娜克是假货，那个说Nisemono的才是真公主！
196.96900,1,25,16777215,Fri May 29 13:07:41 2020,0,46686b,33337736700624903,鳄鱼颜艺满分
293.93300,1,25,16777215,Fri May 29 13:09:31 2020,0,55297bd4,33337794420539397,啊这
60.02800,1,25,16777215,Fri May 29 13:27:16 2020,0,16a51f9a,33338352468492293,//////
200.46600,1,25,38979,Fri May 29 14:41:58 2020,0,bd98b739,33340702735728645,小蜥蜴
209.65100,1,25,38979,Fri May 29 14:42:14 2020,0,bd98b739,33340711222902787,阔爱
1144.24300,1,25,16777215,Fri May 29 15:40:32 2020,0,3500f939,33342544925425669,这俩人算是备胎组吗
558.20500,1,25,16777215,Fri May 29 16:39:43 2020,0,68353dba,33344406809477127,是团长
1316.79700,1,25,16777215,Fri May 29 16:52:37 2020,0,68353dba,33344812592660487,原来有女主啊?
1018.92100,1,25,16777215,Fri May 29 17:36:03 2020,0,f3da3408,33346178525954051,白败给个毛啊，夜就没有妹子！
960.17900,1,25,16777215,Fri May 29 17:38:05 2020,0,f2c60bab,33346242700378119,绿__色四月
1253.94000,1,25,16777215,Fri May 29 18:01:16 2020,0,a7819a01,33346972113960965,把所有人杀了不带上王冠，能不能继续游戏?
45.19900,5,25,38979,Fri May 29 18:17:09 2020,0,15e4d4c2,33347471928197127,真就绿色四月啊
375.58500,1,25,16777215,Fri May 29 18:41:05 2020,0,f60c21a4,33348224302448643,燃啊宝贝
1183.36100,1,25,16777215,Fri May 29 18:54:50 2020,0,ee846529,33348657204953091,橡胶配索大
