弹幕出现时间,弹幕格式,弹幕字体,弹幕颜色,弹幕时间戳,弹幕池,用户ID,rowID,弹幕信息
1364.06100,1,25,16777215,Fri Jun 26 18:26:15 2020,0,d49ed824,34616115369345031,完结撒花~✿✿ヽ(°▽°)ノ✿
1016.13500,1,25,16777215,Fri Jun 26 18:26:28 2020,0,a2b228eb,34616122300432389,但引导的是你们
1283.90000,1,25,16777215,Fri Jun 26 18:27:42 2020,0,2e96d271,34616160877543431,有什么区别
1348.49800,1,25,16777215,Fri Jun 26 18:31:42 2020,0,f0eda9ff,34616286666293251,下一季见了
809.17700,1,25,16777215,Fri Jun 26 18:33:05 2020,0,e89d1423,34616330321657863,就像你们喜欢看爽文一样，凡人想和天选抗争很正常
213.59900,1,25,16777215,Fri Jun 26 18:33:22 2020,0,b2a392b4,34616339164823555,会说话多说点
1112.70500,1,25,16777215,Fri Jun 26 18:35:36 2020,0,31615d07,34616409324519429,套中套
967.91200,1,25,16777215,Fri Jun 26 18:36:10 2020,0,e89d1423,34616427588616199,这绿皮才是普通人好吗，就和蕾哈尔一样
1376.04400,1,25,16777215,Fri Jun 26 18:36:23 2020,0,66a1f871,34616434431098883,完结撒花~
1337.19500,1,25,41194,Fri Jun 26 18:40:46 2020,0,70d48885,34616571985920007,完结撒花，感谢陪伴～
1197.98100,1,25,16777215,Fri Jun 26 18:41:44 2020,0,e89d1423,34616602327515139,戒指剧情可以下一季补
112.95600,1,25,16777215,Fri Jun 26 18:42:56 2020,0,9c9fedea,34616640539721733,自来也老师！
1285.17200,1,25,16777215,Fri Jun 26 18:43:29 2020,0,e89d1423,34616657409212419,跪求年番
1284.94600,1,25,16707842,Fri Jun 26 18:46:21 2020,0,afe79eb7,34616747606671363,完结撒花
297.93000,1,25,16777215,Fri Jun 26 18:46:33 2020,0,d2cc3d50,34616753860902919,气死了
211.17300,5,25,15138834,Fri Jun 26 18:46:37 2020,0,f560b798,34616756343930885,出本书呗
356.30400,1,25,16777215,Fri Jun 26 18:47:10 2020,0,9c9fedea,34616773286821891,九尾
300.57000,1,25,16777215,Fri Jun 26 18:47:12 2020,0,d2cc3d50,34616774378389507,明明夜那么相信她
1066.64100,1,25,16777215,Fri Jun 26 18:47:52 2020,0,b2a392b4,34616795376648197,笑？
459.10000,1,25,16777215,Fri Jun 26 18:48:40 2020,0,2c5fb46e,34616820817723399,套娃
632.53300,1,25,16777215,Fri Jun 26 18:50:13 2020,0,2c5fb46e,34616869527748611,明明就是你进了他的门，真的过分
662.20300,1,25,16777215,Fri Jun 26 18:50:43 2020,0,2c5fb46e,34616885113782279,老绿茶了
937.84400,1,25,16777215,Fri Jun 26 18:52:34 2020,0,a5d81a6,34616943572418563,这小哥不是被牛吃了吗
630.01000,1,25,16777215,Fri Jun 26 18:55:01 2020,0,d2cc3d50,34617020200255495,好气哦
1220.00300,1,25,16777215,Fri Jun 26 18:55:43 2020,0,2c5fb46e,34617042433212421,恭迎新王诞生！！
1378.50100,1,25,16777215,Fri Jun 26 18:58:10 2020,0,c9171233,34617119201034245,把OP放在ED中暗示新的一章
1035.22900,1,25,16777215,Fri Jun 26 18:58:18 2020,0,a675e250,34617123538993159,tql
1396.74100,5,25,15138834,Fri Jun 26 18:58:43 2020,0,c9171233,34617136619978755,狗王
934.90900,1,25,16777215,Fri Jun 26 18:58:45 2020,0,27def004,34617137854676997,高层个个老套路鬼了
1069.86900,1,25,16777215,Fri Jun 26 18:59:01 2020,0,a675e250,34617146172506119,厉害了厉害了
819.01900,1,25,16777215,Fri Jun 26 18:59:43 2020,0,81cd19b4,34617168122871813,你感受到了个der
1326.22300,1,25,16777215,Fri Jun 26 19:01:22 2020,0,776f24ce,34617219965517831,威傲来！！！
872.63300,1,25,16740868,Fri Jun 26 19:02:10 2020,0,60b3c335,34617245227810823,说蕾哈儿躺的，海顿不允许，她自己也清楚
205.99700,1,25,16777215,Fri Jun 26 19:03:39 2020,0,1c645d01,34617292043583495,说得好！！！！
228.64300,1,25,16777215,Fri Jun 26 19:04:03 2020,0,1c645d01,34617304459771907,一击命中
1088.96400,1,25,16777215,Fri Jun 26 19:04:08 2020,0,738896,34617307091697667,不是薯条可乐套餐吗
807.13700,1,25,16777215,Fri Jun 26 19:04:24 2020,0,129efb3f,34617315796975621,这里真的好绝望。。。。
243.18700,1,25,16777215,Fri Jun 26 19:04:38 2020,0,1c645d01,34617322935681027,普通人会害怕可不至于害人
1339.52900,1,25,15138834,Fri Jun 26 19:05:29 2020,0,d88f1d27,34617349901385731,王者归来
122.95900,1,25,16777215,Fri Jun 26 19:05:52 2020,0,e2e5ccc9,34617361529044999,纱织姐姐为什么配这个女的呀....
856.99700,1,25,16777215,Fri Jun 26 19:08:27 2020,0,483b8389,34617442714517511,蕾哈尔不是非甄选人员，她是无资格人员好吗
1343.74800,1,25,16777215,Fri Jun 26 19:14:12 2020,0,100561ac,34617623916838919,完结撒花！！！！
1198.14100,5,25,16646914,Fri Jun 26 19:14:39 2020,0,82da7e38,34617637992398851,恭迎新王驾到
210.72800,1,25,6830715,Fri Jun 26 19:15:41 2020,0,317928c7,34617670317899779,长的那么丑，一脸麻子还酸。
692.56900,1,25,16777215,Fri Jun 26 19:16:13 2020,0,bdaf97f9,34617687508254727,话说一起上去不好吗
1166.38000,1,25,16777215,Fri Jun 26 19:16:21 2020,0,3fc111a4,34617691363868679,戒指呢？！！不送了？！！
1311.62500,5,25,16646914,Fri Jun 26 19:16:34 2020,0,82da7e38,34617698453815301,序章结束，正片开始！
158.15700,1,25,16777215,Fri Jun 26 19:16:42 2020,0,2b4fe133,34617702315720707,不付出代价，想登塔？
7.09300,5,25,16646914,Fri Jun 26 19:17:15 2020,0,a63862af,34617719597301763,完结撒花！
304.60700,1,25,16707842,Fri Jun 26 19:17:58 2020,0,317928c7,34617742470414339,自己那么弱还要怪别人。
1284.11600,1,25,16777215,Fri Jun 26 19:19:35 2020,0,5d190b7d,34617793009680389,是男人就上250层
1357.56200,1,25,16777215,Fri Jun 26 19:20:46 2020,0,1f4bdd79,34617830604800007,撒花
297.46900,1,25,16777215,Fri Jun 26 19:22:55 2020,0,41a512ec,34617898144628741,你是个什么东西
579.48400,1,25,9487136,Fri Jun 26 19:24:26 2020,0,317928c7,34617945922994181,这也太能演了吧
661.82100,1,25,16777215,Fri Jun 26 19:28:23 2020,0,41a512ec,34618069791277061,就是的
945.90200,1,25,15138834,Fri Jun 26 19:30:17 2020,0,317928c7,34618129980588037,太表要脸了
1187.01400,5,25,16707842,Fri Jun 26 19:30:53 2020,0,5468c5d7,34618148597530627,不，蕾哈尔本来就黑
919.76300,1,25,15138834,Fri Jun 26 19:33:07 2020,0,41a512ec,34618219130519557,演的可以呀
1046.39600,1,25,15138834,Fri Jun 26 19:35:52 2020,0,41a512ec,34618305383235591,她在笑
1332.39800,1,25,15138834,Fri Jun 26 19:37:04 2020,0,317928c7,34618343205371907,完结撒花。感谢陪伴。
30.88800,1,25,16777215,Fri Jun 26 19:37:27 2020,0,78a56bf3,34618355366232067,吐了啊
570.35700,1,25,16777215,Fri Jun 26 19:38:15 2020,0,4e5ad097,34618380209094663,无法想象，看到这里才看懂了
1205.73600,5,25,15138834,Fri Jun 26 19:39:29 2020,0,41a512ec,34618418951880711,恭迎吾王！！！！
