弹幕出现时间,弹幕格式,弹幕字体,弹幕颜色,弹幕时间戳,弹幕池,用户ID,rowID,弹幕信息
310.38000,1,25,9033215,Sat Jun  6 19:36:37 2020,0,6e4ec9ef,33712359495696391,给里给气的
1311.88400,1,25,16777215,Sat Jun  6 19:41:41 2020,0,b0b969e0,33712518855655431,...
1080.16700,1,25,16777215,Sat Jun  6 19:48:00 2020,0,dd75840b,33712717582827527,太魔性了、
838.57900,1,25,16777215,Sat Jun  6 19:51:47 2020,0,c149c672,33712836375478275,品牌代言人鳄力架
824.31400,1,25,16777215,Sat Jun  6 19:55:31 2020,0,f714c628,33712953984811011,哆啦A梦？！
847.97300,1,25,16777215,Sat Jun  6 20:01:28 2020,0,818cc7ca,33713141164015621,猎人考试的感觉唉
222.71200,1,25,14811775,Sat Jun  6 20:45:41 2020,0,949a3b1f,33714531973726213,男主像只兔子hhh
284.07300,1,25,16777215,Sat Jun  6 20:48:27 2020,0,949a3b1f,33714618830422083,强人锁男
287.23900,1,25,16777215,Sat Jun  6 20:50:05 2020,0,949a3b1f,33714670426652677,wowww
731.16100,1,25,16777215,Sat Jun  6 20:54:22 2020,0,31baf20b,33714805453357063,太可爱了
751.20000,1,25,16777215,Sat Jun  6 20:54:52 2020,0,31baf20b,33714820649320455,太可爱了吧
801.72200,1,25,16777215,Sat Jun  6 20:56:21 2020,0,8a8d57be,33714867555270661,蓝波
912.56900,1,25,16777215,Sat Jun  6 21:01:24 2020,0,30b7a2d9,33715026191712261,有蚊子
711.54100,1,25,16777215,Sat Jun  6 21:04:47 2020,0,949a3b1f,33715132606971907,好可爱啊wwww
127.65200,1,25,16777215,Sat Jun  6 21:09:51 2020,0,d567d52d,33715292226453509,工具人
1281.99300,1,25,16777215,Sat Jun  6 21:21:42 2020,0,949a3b1f,33715665057087495,打音游哈哈哈哈哈
707.55000,1,25,16777215,Sat Jun  6 21:23:06 2020,0,856f0095,33715708918497285,强行组队可还行
1030.99300,1,25,16777215,Sat Jun  6 21:24:20 2020,0,a8429c50,33715747921854471,太宠啦！！
747.47300,1,25,16777215,Sat Jun  6 21:25:19 2020,0,856f0095,33715778928246791,横扫饥鳄做回自己！
1142.73300,1,25,16777215,Sat Jun  6 21:32:43 2020,0,856f0095,33716011606212615,嘲讽拉满
1318.18500,1,25,16777215,Sat Jun  6 21:35:39 2020,0,856f0095,33716103593590791,睡神说得好
335.00800,1,25,16777215,Sat Jun  6 21:42:07 2020,0,53c010b0,33716307236487175,又有新的标签要屏蔽了
337.56800,5,25,15138834,Sat Jun  6 21:42:22 2020,0,53c010b0,33716315066204165,又有新的标签要屏蔽了
615.90600,5,25,15138834,Sat Jun  6 21:47:40 2020,0,53c010b0,33716481655046151,草？？
925.53000,5,25,15138834,Sat Jun  6 21:54:01 2020,0,53c010b0,33716681525690375,？着运气，不愧是主角
171.31200,1,25,16777215,Sat Jun  6 21:57:56 2020,0,2537a61c,33716804906385413,可爱啊啊啊
343.49800,1,25,16777215,Sat Jun  6 22:03:18 2020,0,cb0b3992,33716973630652421,这鳄鱼好萌啊
815.88800,1,25,16777215,Sat Jun  6 22:03:48 2020,0,21be9380,33716989153247239,鳄鱼好可爱啊啊啊
485.65900,1,25,16777215,Sat Jun  6 22:05:52 2020,0,cb0b3992,33717054227873795,只是因为帅
634.60000,1,25,16777215,Sat Jun  6 22:08:07 2020,0,cb0b3992,33717125294063619,好可爱啊
804.83900,1,25,16777215,Sat Jun  6 22:08:22 2020,0,37977cba,33717132941852677,叔真忙，好几个番都有你
741.54700,1,25,16777215,Sat Jun  6 22:09:54 2020,0,cb0b3992,33717181354082309,可爱可爱
69.94500,1,25,16777215,Sat Jun  6 22:19:17 2020,0,d4071897,33717476375658499,狗娃！！
794.49900,1,25,16777215,Sat Jun  6 22:19:32 2020,0,3b2140d5,33717484160286723,津叔!？!
1300.28900,1,25,16777215,Sat Jun  6 22:19:47 2020,0,cb0b3992,33717492211777539,输出全部靠吼
328.34800,5,25,4351678,Sat Jun  6 22:22:58 2020,0,b865a5e8,33717592200314883,昆头上那个蓝色的是头巾
1315.45300,1,25,16777215,Sat Jun  6 22:28:34 2020,0,a798d9dd,33717768687714311,索罗！
617.91300,5,25,16646914,Sat Jun  6 22:31:28 2020,0,b865a5e8,33717859411558405,鳄鱼停止了思考
332.30300,5,25,11890,Sat Jun  6 22:36:01 2020,0,90a5bc82,33718002858328067,恶魔私语
1124.74100,1,25,16777215,Sat Jun  6 22:37:06 2020,0,8abf9fc4,33718036873609223,巨婴Hhhhhhhh
1083.46900,1,25,16777215,Sat Jun  6 22:38:28 2020,0,4f344f09,33718079979520005,城之内：感觉有被冒犯到
1096.59200,1,25,16777215,Sat Jun  6 22:43:02 2020,0,14c45157,33718223465086983,城之内：6分
946.66100,1,25,16777215,Sat Jun  6 22:44:13 2020,0,ba86d4ff,33718260762935301,这就你的了哈哈哈哈哈
972.38800,1,25,16777215,Sat Jun  6 22:50:22 2020,0,c3876ba7,33718454190080005,西索也会调戏小杰
145.77000,1,25,16777215,Sat Jun  6 22:52:09 2020,0,7eb84112,33718510162542597,怎么感觉像养的宠物一样
395.18100,1,25,16777215,Sat Jun  6 22:53:59 2020,0,bab39825,33718567761346563,?刀?黑3月?
692.33300,1,25,15138834,Sat Jun  6 22:59:18 2020,0,bab39825,33718735209496647,啊哈哈哈哈没有控制技能
716.11400,1,25,15138834,Sat Jun  6 23:00:32 2020,0,bab39825,33718774020964355,男主的刀终于有东西护住了
798.68800,1,25,15138834,Sat Jun  6 23:02:48 2020,0,bab39825,33718845044686855,这回有脸了
688.55400,5,25,15138834,Sat Jun  6 23:18:12 2020,0,4000e1ed,33719329989591043,弹舌
387.83200,1,25,16777215,Sat Jun  6 23:19:50 2020,0,c2eaf68f,33719380975026179,这番追了
487.81800,1,25,16777215,Sat Jun  6 23:52:00 2020,0,fe8500f8,33720392899624963,看中了主角光环
416.82200,1,25,16777215,Sun Jun  7 00:04:49 2020,0,2b31251f,33720796250112007,真的是开曼？
619.28400,1,25,16777215,Sun Jun  7 00:14:08 2020,0,9d979bf9,33721089419378691,蛙？
1024.00000,1,25,16777215,Sun Jun  7 00:23:16 2020,0,5bd25c7c,33721376595509251,心境
255.92200,1,25,16777215,Sun Jun  7 00:36:29 2020,0,aaab855e,33721792247889923,就这？
830.89800,1,25,16777215,Sun Jun  7 00:40:29 2020,0,39bd2efb,33721918393155591,海；马？
948.24900,1,25,16777215,Sun Jun  7 00:42:53 2020,0,39bd2efb,33721993469624325,老乌龟了
969.38100,1,25,16777215,Sun Jun  7 00:43:49 2020,0,9796d279,33722023124926469,来打昆特牌吗
83.05700,1,25,16777215,Sun Jun  7 01:05:37 2020,0,bdc62974,33722708638302211,狗娃
1344.62700,1,25,16777215,Sun Jun  7 01:45:57 2020,0,1a9cb893,33723977748709379,ed完全不想跳
921.80100,1,25,16777215,Sun Jun  7 02:31:47 2020,0,b73838c,33725419564302339,有蚊子！
715.81600,1,25,16777215,Sun Jun  7 02:43:13 2020,0,2e921ffb,33725778946424837,好的，鳄鱼
1297.36200,1,25,16777215,Sun Jun  7 02:55:30 2020,0,2e921ffb,33726165183102981,这才是男主励志热血
941.84200,1,25,16777215,Sun Jun  7 02:56:19 2020,0,eb1393df,33726191244935175,?哈?龙傲天设定
796.85100,1,25,16777215,Sun Jun  7 02:56:39 2020,0,965b7185,33726201400393731,津叔啊爱了爱了
1291.49300,1,25,16777215,Sun Jun  7 03:02:31 2020,0,eb1393df,33726386023694341,便秘阿
476.02000,1,25,16777215,Sun Jun  7 03:25:19 2020,0,120e907e,33727103481937923,可能只是因为长得可爱
746.57800,5,25,38979,Sun Jun  7 03:26:56 2020,0,dacc9094,33727154250842115,横扫饥鳄，做回自己
1019.08200,1,25,16777215,Sun Jun  7 03:34:43 2020,0,120e907e,33727399320354819,还是因为可爱吧！
818.12500,1,25,16777215,Sun Jun  7 03:47:46 2020,0,f9870a98,33727809449885701,神探！
1328.67800,1,25,16777215,Sun Jun  7 06:16:27 2020,0,bc49bf7,33732486713311239,看成了肛…
705.73000,5,25,16777215,Sun Jun  7 07:26:27 2020,0,f7bfcb68,33734688958840839,伊凡科尔是这一层的支配者
26.71800,1,25,16777215,Sun Jun  7 07:42:57 2020,0,7912b4e1,33735207705116679,看来第十集回来回顾一下
436.18500,1,25,16777215,Sun Jun  7 07:49:57 2020,0,7912b4e1,33735428281991175,哈哈哈哈哈
65.69800,1,25,16777215,Sun Jun  7 08:21:49 2020,0,beeec623,33736430472658951,真的很好看！！！只要看下去就会发现的！！
167.74000,1,25,16777215,Sun Jun  7 08:53:16 2020,0,c1a0b133,33737419699781635,可爱~
217.70900,1,25,16777215,Sun Jun  7 08:54:52 2020,0,c1a0b133,33737470047682567,义勇咋串台了
620.92800,1,25,16777215,Sun Jun  7 09:01:52 2020,0,c1a0b133,33737690548011015,~卡哇伊~
807.95600,1,25,16777215,Sun Jun  7 09:02:10 2020,0,373c98fe,33737699561046023,尼诺？
402.67700,1,25,16777215,Sun Jun  7 09:17:08 2020,0,90decdec,33738170446118917,开曼？
749.32100,1,25,16777215,Sun Jun  7 09:20:32 2020,0,90decdec,33738277461688325,以为要打广告
813.67600,1,25,16777215,Sun Jun  7 09:21:04 2020,0,90decdec,33738294482173957,劳模
7.67000,1,25,16777215,Sun Jun  7 09:30:31 2020,0,8a7ac8d2,33738591541657603,KPOP是真厉害啊
289.06600,1,25,16777215,Sun Jun  7 09:35:05 2020,0,8a7ac8d2,33738735161442307,HGR太会了
348.14500,1,25,16777215,Sun Jun  7 09:36:42 2020,0,8a7ac8d2,33738785961279493,帅哥
370.29300,1,25,16777215,Sun Jun  7 09:38:06 2020,0,bb94aca1,33738830310277125,原来是男的啊（惊
813.72900,1,25,16777215,Sun Jun  7 09:44:42 2020,0,8a7ac8d2,33739037544022023,猎人考试
1197.65500,1,25,16777215,Sun Jun  7 09:51:30 2020,0,8a7ac8d2,33739251778584581,这设定也太猎人了
387.09000,1,25,16777215,Sun Jun  7 09:51:34 2020,0,d7605713,33739253532327941,好像富冈
1212.11900,1,25,16777215,Sun Jun  7 09:51:46 2020,0,8a7ac8d2,33739259976351747,天空斗技场的念
696.86900,1,25,16777215,Sun Jun  7 09:51:53 2020,0,df61d91d,33739263524732935,哈哈哈哈哈
288.34900,5,25,15138834,Sun Jun  7 09:53:54 2020,0,3706a5e3,33739326969348103,因为他是公主（确信）
392.22400,1,25,16777215,Sun Jun  7 09:54:01 2020,0,5c6359ef,33739330950791171,好看
399.54200,1,25,16777215,Sun Jun  7 09:54:10 2020,0,5c6359ef,33739335403569155,还好还好
810.57500,1,25,16777215,Sun Jun  7 10:02:27 2020,0,759d5f8,33739596194906117,不是你哪来这么多巧克力棒
927.89800,5,25,16707842,Sun Jun  7 10:04:01 2020,0,3706a5e3,33739645205872645,科普一下主角有极强的神水抗性
577.04200,1,25,15138834,Sun Jun  7 10:17:20 2020,0,1ea47ff8,33740064358400003,NB
943.31600,1,25,16777215,Sun Jun  7 10:23:46 2020,0,2b6ce7b8,33740266511794181,真欧皇
931.71700,1,25,16777215,Sun Jun  7 10:25:09 2020,0,c7e84e7d,33740310225354755,???
906.44900,1,25,16777215,Sun Jun  7 10:30:00 2020,0,c6ae3e56,33740462532067333,十年后的蓝波！！
818.24000,1,25,16777215,Sun Jun  7 10:32:38 2020,0,7eeeddc,33740545393164295,这个声音
4.75900,1,25,16777215,Sun Jun  7 10:34:33 2020,0,c24c3d66,33740606120394759,谁知道咚漫
1023.23000,1,25,16777215,Sun Jun  7 10:37:28 2020,0,10c3c4d4,33740697897009159,蓝波呢。。。。声音
405.34000,1,25,16777215,Sun Jun  7 10:38:24 2020,0,a8ab2efb,33740727212048455,白给
561.11900,1,25,15138834,Sun Jun  7 10:41:26 2020,0,a70491a9,33740822623027203,最强混子
692.73900,1,25,15138834,Sun Jun  7 10:43:48 2020,0,a70491a9,33740896783564803,强人锁男
1304.47000,1,25,16777215,Sun Jun  7 10:51:16 2020,0,307a2fb0,33741131808768007,输入指令：noclip
1306.15000,1,25,16777215,Sun Jun  7 10:51:32 2020,0,307a2fb0,33741139945193479,输入指令noclip
1329.30000,1,25,16777215,Sun Jun  7 10:54:38 2020,0,a8ab2efb,33741237578104839,阿圭罗改行了吗
282.73000,1,25,16777215,Sun Jun  7 11:03:34 2020,0,22feb35f,33741518664105989,有那味儿了
170.15200,1,25,16777215,Sun Jun  7 11:16:35 2020,0,ee4db665,33741928068022279,玩尬的？
441.77300,1,25,16777215,Sun Jun  7 11:21:10 2020,0,ee4db665,33742072442257415,……
162.21700,1,25,16777215,Sun Jun  7 11:28:46 2020,0,94babe74,33742311302103045,蓝毛好帅
52.12800,1,25,16777215,Sun Jun  7 11:30:53 2020,0,625fce48,33742377846833157,op和ed都好听
284.41300,1,25,6830715,Sun Jun  7 11:33:52 2020,0,6d30c06d,33742471934509063,因为你带了紫色眼睛所以看什么都是紫色的
122.29800,5,25,16707842,Sun Jun  7 11:38:27 2020,0,25360b14,33742616199168003,做了很过分的事情。
1296.93700,1,25,16777215,Sun Jun  7 11:40:50 2020,0,6a0d3551,33742691028697093,真正的主角，真正的励志
614.93700,1,25,16777215,Sun Jun  7 11:47:10 2020,0,e2bb0078,33742890120249351,脑瘫？
