弹幕出现时间,弹幕格式,弹幕字体,弹幕颜色,弹幕时间戳,弹幕池,用户ID,rowID,弹幕信息
748.18100,5,25,15138834,Sun May 17 00:52:07 2020,0,242859af,32771016189018119,召唤神龙
879.62100,5,25,15138834,Sun May 17 00:54:29 2020,0,242859af,32771090317049863,女主的蝶。！
946.99700,1,25,16777215,Sun May 17 00:56:17 2020,0,129a6dad,32771147209637895,没死
1118.51100,5,25,15138834,Sun May 17 00:58:56 2020,0,242859af,32771230437736453,真.双马尾
1118.51100,5,25,15138834,Sun May 17 00:59:13 2020,0,242859af,32771239348535299,真.双马尾
300.59700,1,25,16777215,Sun May 17 00:58:41 2020,0,709029ea,32771222664642565,名场面
1257.19100,1,25,16777215,Sun May 17 01:02:43 2020,0,242859af,32771349318991879,这就没了？
944.81500,1,25,16777215,Sun May 17 01:08:42 2020,0,7beea8f9,32771537656348677,什么鬼剧情
1235.05000,1,25,16777215,Sun May 17 01:13:26 2020,0,9ccfa55d,32771686451904515,哦豁
47.82900,1,25,16777215,Sun May 17 01:33:02 2020,0,f9812aee,32772303217491973,公主焊接？
1236.91000,1,25,16777215,Sun May 17 01:37:31 2020,0,36e764f3,32772443961032709,？？
147.94600,1,25,16777215,Sun May 17 01:40:53 2020,0,dd34696e,32772550124634117,大地球就离谱
211.86700,1,25,16777215,Sun May 17 01:43:26 2020,0,aca5598,32772630219063303,水娃你今天别想跑
920.19500,1,25,16777215,Sun May 17 02:01:06 2020,0,4155df75,32773186001567751,评分还是太高了
562.05900,1,25,15772458,Sun May 17 02:22:16 2020,0,b1bb8d33,32773851976302597,你们需要袁隆平和金坷垃
791.32600,5,25,41194,Sun May 17 03:42:50 2020,0,78901c83,32776386506129411,浮游大陆群岛
800.48700,1,25,41194,Sun May 17 03:43:11 2020,0,78901c83,32776397098844167,浮游大陆群岛
233.61100,1,25,16777215,Sun May 17 06:01:28 2020,0,626c91d4,32780747157798919,77？
143.97400,1,25,16777215,Sun May 17 07:14:09 2020,0,4da951fb,32783033635438599,杂交水稻金坷垃不香吗？干嘛要战争？
